Region,State,Commune,Household Size,Household Role,Recipient,Gender,Age,Assistance Time,Modality
Centre Nord,Sanmatenga,   Boussouma,3,HD,P,F,55.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,12,HD,P,M,23.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,4,HD,P,M,29.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,8,HD,P,M,28.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,6,HD,P,M,29.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,10,HD,P,M,64.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,8,HD,P,M,30.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,7,HD,P,F,27.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,6,HD,P,M,24.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,6,HD,P,M,42.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,6,HD,P,M,37.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,5,HD,P,M,28.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,12,HD,P,F,29.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,7,HD,P,M,30.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,11,HD,P,M,36.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,10,HD,P,M,43.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,6,HD,P,M,72.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,8,HD,P,M,72.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,12,HD,P,F,37.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,6,HD,P,F,43.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,6,HD,P,M,22.0,2020-11-10,Cash
Centre Nord,Sanmatenga,   Boussouma,11,HD,P,M,39.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,6,HD,P,M,48.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,10,HD,P,F,25.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,8,HD,P,M,45.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,8,HD,P,M,42.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,6,HD,P,F,37.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,12,HD,P,F,,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,11,HD,P,M,23.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,7,HD,P,M,46.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,15,HD,P,M,,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,8,HD,P,F,37.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,6,HD,P,M,38.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,11,HD,P,M,32.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,12,HD,P,M,63.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,7,HD,P,M,58.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,4,HD,P,M,28.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,10,HD,P,M,26.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,6,HD,P,M,42.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,8,HD,P,M,32.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,8,HD,P,M,47.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,9,HD,P,F,43.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Korsimoro,7,HD,P,M,28.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,6,HD,P,F,21.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,7,HD,P,M,25.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,8,HD,P,F,37.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,5,HD,P,M,24.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,10,HD,P,M,,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,10,HD,P,M,26.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,6,HD,P,,46.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,6,HD,P,,32.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,9,HD,P,,32.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,8,HD,P,,28.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,6,HD,P,,36.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,7,HD,P,,24.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,18,HD,P,,35.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,14,HD,P,,60.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,10,HD,P,,84.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,12,HD,P,,30.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,12,HD,P,M,44.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,8,HD,P,M,45.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,7,HD,P,M,29.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,12,HD,P,M,29.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,11,HD,P,M,45.0,2020-11-10,Cash
Centre Nord,Sanmatenga,Kaya,15,HD,P,M,36.0,2020-11-10,Cash
Est,Gnagna,Thion,10,HD,P,M,55.0,2020-11-10,Cash
Est,Gnagna,Thion,10,HD,P,M,34.0,2020-11-10,Cash
Est,Gnagna,Thion,15,HD,P,M,,2020-11-10,Cash
Est,Gnagna,Thion,5,HD,P,F,30.0,2020-11-10,Cash
Est,Gnagna,Thion,12,HD,P,F,,2020-11-10,Cash
Est,Gnagna,Thion,5,HD,P,M,55.0,2020-11-10,Cash
Est,Gnagna,Thion,9,HD,P,F,,2020-11-10,Cash
Est,Gnagna,Thion,6,HD,P,F,34.0,2020-11-10,Cash
Est,Gnagna,Thion,10,HD,P,M,42.0,2020-11-10,Cash
Est,Gnagna,Thion,8,HD,P,M,38.0,2020-11-10,Cash
Est,Gnagna,Thion,7,HD,P,M,45.0,2020-11-10,Cash
Est,Gnagna,Thion,11,HD,P,M,,2020-11-10,Cash
Est,Gnagna,Thion,13,HD,P,M,32.0,2020-11-10,Cash
Est,Gnagna,Thion,8,HD,P,F,32.0,2020-11-10,Cash
Est,Gnagna,Thion,12,HD,P,F,36.0,2020-11-10,Cash
Est,Gnagna,Thion,12,HD,P,M,28.0,2020-11-10,Cash
Est,Gnagna,Thion,10,HD,P,M,40.0,2020-11-10,Cash
Est,Gnagna,Thion,13,HD,P,M,32.0,2020-11-10,Cash
Est,Gnagna,Thion,13,HD,P,M,23.0,2020-11-10,Cash
Est,Gnagna,Thion,10,HD,P,M,48.0,2020-11-10,Cash
Nord,Yatenga,Oula,10,HD,P,M,40.0,2020-11-10,Cash
Nord,Yatenga,Rambo,11,HD,P,M,31.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,12,HD,P,M,53.0,2020-11-10,Cash
Nord,Zondoma,Bassi,11,HD,P,M,39.0,2020-11-10,Cash
Nord,Passoré,Bokin,8,HD,P,F,35.0,2020-11-10,Cash
Nord,Zondoma,Bassi,14,HD,P,M,64.0,2020-11-10,Cash
Nord,Zondoma,Bassi,4,HD,P,F,71.0,2020-11-10,Cash
Nord,Passoré,Bokin,7,HD,P,M,61.0,2020-11-10,Cash
Nord,Zondoma,Bassi,9,HD,P,M,18.0,2020-11-10,Cash
Nord,Passoré,Bokin,10,HD,P,M,24.0,2020-11-10,Cash
Nord,Passoré,Bokin,8,HD,P,M,38.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,12,HD,P,M,29.0,2020-11-10,Cash
Nord,Yatenga,Rambo,10,HD,P,M,59.0,2020-11-10,Cash
Nord,Passoré,Bokin,13,HD,P,F,30.0,2020-11-10,Cash
Nord,Zondoma,Bassi,7,HD,P,F,49.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,14,HD,P,M,24.0,2020-11-10,Cash
Nord,Passoré,Bokin,12,HD,P,M,63.0,2020-11-10,Cash
Nord,Zondoma,Bassi,6,HD,P,M,53.0,2020-11-10,Cash
Nord,Yatenga,Rambo,12,HD,P,M,45.0,2020-11-10,Cash
Nord,Passoré,Bokin,11,HD,P,M,32.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,9,HD,P,F,58.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,13,HD,P,F,49.0,2020-11-10,Cash
Nord,Zondoma,Bassi,14,HD,P,M,48.0,2020-11-10,Cash
Nord,Zondoma,Bassi,8,HD,P,F,74.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,5,HD,P,M,40.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,10,HD,P,M,26.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,5,HD,P,F,61.0,2020-11-10,Cash
Nord,Yatenga,Oula,3,HD,P,M,36.0,2020-11-10,Cash
Nord,Yatenga,Rambo,10,HD,P,M,26.0,2020-11-10,Cash
Nord,Zondoma,Bassi,10,HD,P,M,85.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,7,HD,P,M,39.0,2020-11-10,Cash
Nord,Passoré,Bokin,5,HD,P,M,53.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,12,HD,P,M,24.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,8,HD,P,M,28.0,2020-11-10,Cash
Nord,Passoré,Bokin,8,HD,P,F,34.0,2020-11-10,Cash
Nord,Yatenga,Rambo,3,HD,P,M,33.0,2020-11-10,Cash
Nord,Zondoma,Bassi,8,HD,P,M,35.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,10,HD,P,M,38.0,2020-11-10,Cash
Nord,Passoré,Bokin,10,HD,P,M,28.0,2020-11-10,Cash
Nord,Zondoma,Bassi,6,HD,P,M,25.0,2020-11-10,Cash
Nord,Zondoma,Bassi,8,HD,P,M,28.0,2020-11-10,Cash
Nord,Zondoma,Bassi,7,HD,P,M,32.0,2020-11-10,Cash
Nord,Yatenga,Oula,9,HD,P,M,52.0,2020-11-10,Cash
Nord,Yatenga,Oula,10,HD,P,M,43.0,2020-11-10,Cash
Nord,Yatenga,Rambo,9,HD,P,F,64.0,2020-11-10,Cash
Nord,Passoré,Bokin,3,HD,P,M,34.0,2020-11-10,Cash
Nord,Zondoma,Bassi,10,HD,P,M,28.0,2020-11-10,Cash
Nord,Yatenga,Kossouka,10,HD,P,M,36.0,2020-11-10,Cash
Nord,Passoré,Bokin,4,HD,P,M,35.0,2020-11-10,Cash
Nord,Zondoma,Bassi,8,HD,P,M,31.0,2020-11-10,Cash
Nord,Zondoma,Bassi,6,HD,P,M,57.0,2020-11-10,Cash
Nord,Yatenga,Rambo,6,HD,P,M,55.0,2020-11-10,Cash
Nord,Yatenga,Rambo,7,HD,P,M,24.0,2020-11-10,Cash
Nord,Yatenga,Rambo,4,HD,P,M,68.0,2020-11-10,Cash
Nord,Yatenga,Rambo,4,HD,P,F,28.0,2020-11-10,Cash
Nord,Yatenga,Rambo,7,HD,P,M,28.0,2020-11-10,Cash
Nord,Zondoma,Bassi,8,HD,P,M,33.0,2020-11-10,Cash
Nord,Yatenga,Oula,12,HD,P,M,67.0,2020-11-10,Cash
Nord,Yatenga,Oula,4,HD,P,M,29.0,2020-11-10,Cash
Nord,Yatenga,Oula,8,HD,P,F,29.0,2020-11-10,Cash
Nord,Yatenga,Oula,9,HD,P,M,36.0,2020-11-10,Cash
Nord,Yatenga,Oula,7,HD,P,M,29.0,2020-11-10,Cash
Nord,Yatenga,Oula,15,HD,P,M,43.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,8,HD,P,M,62.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,8,HD,P,M,30.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,9,HD,P,M,34.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,7,HD,P,F,45.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,8,HD,P,M,34.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,10,HD,P,M,28.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,4,HD,P,M,60.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,7,HD,P,M,37.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,8,HD,P,M,27.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,5,HD,P,M,29.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,7,HD,P,F,33.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,5,HD,P,F,35.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,3,HD,P,M,23.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,3,HD,P,F,27.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,3,HD,P,F,50.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,3,HD,P,F,22.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,4,HD,P,M,21.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,3,HD,P,F,63.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,6,HD,P,M,30.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,11,HD,P,M,22.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,14,HD,P,F,28.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,13,HD,P,M,45.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,9,HD,P,F,58.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,12,HD,P,M,40.0,2020-11-10,Cash
Plateau Central,Ganzourgou,Zorgho,12,HD,P,M,31.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,25.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,14,HD,P,M,34.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,4,HD,P,M,65.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,F,55.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,F,74.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,23.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,14,HD,P,M,,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,F,32.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,34.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,M,23.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,38.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,11,HD,P,M,47.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,F,27.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,24.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,M,31.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,40.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,19.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,14,HD,P,M,24.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,M,70.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,40.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,44.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,M,60.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,27.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,20.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,M,20.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,40.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,M,63.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,20.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,20.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,56.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,54.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,45.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,60.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,34.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,46.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,M,40.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,M,78.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,28.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,F,59.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,51.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,41.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,M,31.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,24.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,F,42.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,39.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,36.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,44.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,36.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,50.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,39.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,44.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,14,HD,P,M,27.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,74.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,44.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,11,HD,P,M,30.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,11,HD,P,F,36.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,58.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,F,31.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,4,HD,P,M,30.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,18.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,28.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,M,52.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,52.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,31.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,49.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,51.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,41.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,29.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,F,64.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,69.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,M,37.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,45.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,36.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,54.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,56.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,15,HD,P,F,53.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,72.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,29.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,24.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,F,,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,M,37.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,54.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,36.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,M,52.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,14,HD,P,M,27.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,M,70.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,34.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,11,HD,P,F,22.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,F,37.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,31.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,M,55.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,11,HD,P,M,28.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,F,49.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,F,33.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,35.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,40.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,M,20.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,M,20.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,F,37.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,11,HD,P,M,47.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,2,HD,P,F,51.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,4,HD,P,F,65.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,3,HD,P,F,52.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,F,48.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,M,41.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,4,HD,P,F,49.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,F,46.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,M,73.0,2020-11-10,Cash
Plateau Central,Oubritenga,Ziteenga,3,HD,P,F,85.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,F,83.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,4,HD,P,F,35.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,F,74.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,F,66.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,42.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,12,HD,P,F,77.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,4,HD,P,F,70.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,83.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,F,93.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,F,35.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,3,HD,P,M,53.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,F,66.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,F,55.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,15,HD,P,F,81.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,35.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,67.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,8,HD,P,F,57.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,68.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,13,HD,P,F,72.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,F,75.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,F,38.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,F,88.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,F,50.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,3,HD,P,M,69.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,4,HD,P,M,31.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,5,HD,P,M,62.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,F,50.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,4,HD,P,F,46.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,75.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,3,HD,P,F,87.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,M,50.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,M,84.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,14,HD,P,F,44.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,14,HD,P,M,49.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,16,HD,P,F,43.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,F,60.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,F,35.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,6,HD,P,F,86.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,7,HD,P,M,34.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,17,HD,P,M,50.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,9,HD,P,F,75.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,10,HD,P,F,49.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,11,HD,P,M,69.0,2020-11-10,Cash
Plateau Central,Oubritenga,Zitenga,14,HD,P,M,32.0,2020-11-10,Cash
